movie_name,year_released,runtime_in_min,genre,revenues,imdb_rating,user_votes,director,actor
Into the Wild,2007,148,"Adventure, Biography, Drama",18354356.0,8.1,554802,Ben Affleck,"Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan"
Superbad,2007,113,Comedy,121463226.0,7.6,507768,Joe Wright,"Keira Knightley, James McAvoy, Brenda Blethyn, Saoirse Ronan"
There Will Be Blood,2007,158,Drama,40222514.0,8.2,497282,Danny Boyle,"Cillian Murphy, Rose Byrne, Chris Evans, Cliff Curtis"
Harry Potter and the Order of the Phoenix,2007,138,"Action, Adventure, Family",292004738.0,7.5,488860,Rob Reiner,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd"
Spider-Man 3,2007,139,"Action, Adventure, Sci-Fi",336530303.0,6.2,486038,David Cronenberg,"Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin"
Juno,2007,96,"Comedy, Drama",143495265.0,7.4,481291,Mark Steven Johnson,"Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long"
Hot Fuzz,2007,121,"Action, Comedy, Mystery",23637265.0,7.8,449460,Oren Peli,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong"
Zodiac,2007,157,"Crime, Drama, Mystery",33080084.0,7.7,435251,D.J. Caruso,"Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer"
Live Free or Die Hard,2007,128,"Action, Thriller",134529403.0,7.1,382350,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight"
American Gangster,2007,157,"Biography, Crime, Drama",130164645.0,7.8,381472,Richard LaGravenese,"Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow"
Knocked Up,2007,129,"Comedy, Romance",148734225.0,6.9,343342,Joel Schumacher,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston"
Sweeney Todd: The Demon Barber of Fleet Street,2007,116,"Drama, Horror, Musical",52898073.0,7.3,335391,Gregory Hoblit,"Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike"
Ocean's Thirteen,2007,122,"Action, Crime, Thriller",117154724.0,6.9,312410,Russell Mulcahy,"Milla Jovovich, Ali Larter, Oded Fehr, Iain Glen"
Shooter,2007,124,"Action, Drama, Thriller",47003582.0,7.2,303488,Chris Weitz,"Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker"
The Simpsons Movie,2007,87,"Animation, Adventure, Comedy",183135014.0,7.3,303429,"Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie","Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell"
3:10 to Yuma,2007,122,"Action, Crime, Drama",53606916.0,7.7,281531,Wes Anderson,"Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan"
The Mist,2007,126,"Horror, Sci-Fi",25593755.0,7.1,273978,Kevin Lima,"Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey"
Shrek the Third,2007,93,"Animation, Adventure, Comedy",320706665.0,6.1,272292,"Ethan Coen, Joel Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson"
28 Weeks Later,2007,100,"Horror, Sci-Fi",28638916.0,7.0,253332,"Brad Bird, Jan Pinkava","Brad Garrett, Lou Romano, Patton Oswalt, Ian Holm"
1408,2007,104,"Fantasy, Horror, Mystery",71985628.0,6.8,250662,Paul Greengrass,"Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles"
Stardust,2007,127,"Adventure, Family, Fantasy",38634938.0,7.6,248089,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson"
4: Rise of the Silver Surfer,2007,92,"Action, Adventure, Family",131921738.0,5.6,246546,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush"
Gone Baby Gone,2007,114,"Crime, Drama, Mystery",20300218.0,7.6,243859,Sean Penn,"Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden"
Atonement,2007,123,"Drama, Mystery, Romance",50927067.0,7.8,241186,Greg Mottola,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader"
Sunshine,2007,107,"Sci-Fi, Thriller",3675753.0,7.2,228545,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Ciarán Hinds, Martin Stringer"
The Bucket List,2007,97,"Comedy, Drama",93466502.0,7.4,225170,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson"
Eastern Promises,2007,100,"Action, Crime, Drama",17114882.0,7.6,222504,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church"
Ghost Rider,2007,110,"Action, Fantasy, Thriller",115802596.0,5.2,218657,Jason Reitman,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman"
Paranormal Activity,2007,86,"Horror, Mystery, Thriller",107918810.0,6.3,215799,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy"
Disturbia,2007,105,"Crime, Drama, Mystery",80209692.0,6.8,215644,David Fincher,"Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo, Anthony Edwards"
National Treasure: Book of Secrets,2007,124,"Action, Adventure, Mystery",219964115.0,6.5,213884,Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q"
P.S. I Love You,2007,126,"Comedy, Drama, Romance",53695808.0,7.0,197194,Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann"
The Number 23,2007,98,"Crime, Mystery, Thriller",35193167.0,6.4,190273,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Michael Mantell"
Fracture,2007,113,"Crime, Drama, Thriller",39015018.0,7.2,181277,Antoine Fuqua,"Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover"
Resident Evil: Extinction,2007,94,"Action, Horror, Sci-Fi",50648679.0,6.3,179956,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith"
The Golden Compass,2007,113,"Adventure, Family, Fantasy",70107728.0,6.1,175794,James Mangold,"Russell Crowe, Christian Bale, Ben Foster, Logan Lerman"
Grindhouse,2007,191,"Action, Horror, Thriller",25031037.0,7.5,175541,Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher"
The Darjeeling Limited,2007,91,"Adventure, Comedy, Drama",11902715.0,7.2,175313,"Chris Miller, Raman Hui","Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas"
Enchanted,2007,107,"Animation, Comedy, Family",127807262.0,7.0,172760,Juan Carlos Fresnadillo,"Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau"
The Dark Knight,2008,152,"Action, Crime, Drama",534858444.0,9.0,2221265,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Christopher Fitzgerald, Jonathan Roumie"
WALL·E,2008,98,"Animation, Adventure, Family",223808164.0,8.4,966456,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson"
Iron Man,2008,126,"Action, Adventure, Sci-Fi",318412101.0,7.9,914545,Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine"
Slumdog Millionaire,2008,120,"Drama, Romance",141319928.0,8.0,781863,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard"
Gran Torino,2008,116,Drama,148095302.0,8.1,702281,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges"
The Curious Case of Benjamin Button,2008,166,"Drama, Fantasy, Romance",127509326.0,7.8,571313,"Danny Boyle, Loveleen Tandan","Dev Patel, Freida Pinto, Saurabh Shukla, Anil Kapoor"
Taken,2008,90,"Action, Thriller",145000989.0,7.8,555384,Clint Eastwood,"Clint Eastwood, Bee Vang, Christopher Carley, Ahney Her"
Hancock,2008,92,"Action, Fantasy",227946274.0,6.4,434274,David Fincher,"Brad Pitt, Cate Blanchett, Tilda Swinton, Julia Ormond"
The Incredible Hulk,2008,112,"Action, Adventure, Sci-Fi",134518390.0,6.7,423429,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser"
Indiana Jones and the Kingdom of the Crystal Skull,2008,122,"Action, Adventure",317101119.0,6.1,414058,Peter Berg,"Will Smith, Charlize Theron, Jason Bateman, Jae Head"
Twilight,2008,122,"Drama, Fantasy, Romance",191465414.0,5.2,412802,Louis Leterrier,"Edward Norton, Liv Tyler, Tim Roth, William Hurt"
The Hurt Locker,2008,131,"Drama, Thriller, War",17017811.0,7.6,411416,Steven Spielberg,"Harrison Ford, Cate Blanchett, Shia LaBeouf, Karen Allen"
Kung Fu Panda,2008,92,"Animation, Action, Adventure",215434591.0,7.5,406132,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke, Sarah Clarke"
Quantum of Solace,2008,106,"Action, Adventure, Thriller",168368427.0,6.6,395264,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce"
In Bruges,2008,107,"Comedy, Crime, Drama",7757130.0,7.9,380912,"Mark Osborne, John Stevenson","Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman"
Tropic Thunder,2008,107,"Action, Comedy, War",110515313.0,7.0,369455,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench"
Cloverfield,2008,85,"Action, Adventure, Horror",80048433.0,7.0,365538,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ciarán Hinds, Elizabeth Berrington"
Wanted,2008,110,"Action, Crime, Fantasy",134508551.0,6.7,353283,Ben Stiller,"Ben Stiller, Jack Black, Robert Downey Jr., Jeff Kahn"
Yes Man,2008,104,"Comedy, Romance",97690976.0,6.8,327403,Matt Reeves,"Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller"
Pineapple Express,2008,111,"Action, Comedy, Crime",87341380.0,6.9,308418,Timur Bekmambetov,"Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp"
Burn After Reading,2008,96,"Comedy, Crime, Drama",60355347.0,7.0,300921,Peyton Reed,"Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins"
The Wrestler,2008,109,"Drama, Sport",26236603.0,7.9,285018,David Gordon Green,"Seth Rogen, James Franco, Gary Cole, Danny McBride"
Jumper,2008,88,"Action, Adventure, Sci-Fi",80172128.0,6.1,281556,"Ethan Coen, Joel Coen","Brad Pitt, Frances McDormand, George Clooney, John Malkovich"
Seven Pounds,2008,123,Drama,69951824.0,7.6,280733,Darren Aronofsky,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis"
Step Brothers,2008,98,Comedy,100468793.0,6.9,260938,Doug Liman,"Hayden Christensen, Samuel L. Jackson, Jamie Bell, Rachel Bilson"
Forgetting Sarah Marshall,2008,111,"Comedy, Drama, Romance",63172463.0,7.1,256797,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy"
Hellboy II: The Golden Army,2008,120,"Action, Adventure, Fantasy",75754670.0,7.0,251246,Adam McKay,"Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins"
Vicky Cristina Barcelona,2008,96,"Comedy, Drama, Romance",23216709.0,7.1,237490,Guillermo del Toro,"Ron Perlman, Selma Blair, Doug Jones, John Alexander"
Changeling,2008,141,"Biography, Crime, Drama",35739802.0,7.7,231654,Woody Allen,"Rebecca Hall, Scarlett Johansson, Javier Bardem, Christopher Evan Welch"
RocknRolla,2008,114,"Action, Crime, Thriller",5694401.0,7.3,229481,Clint Eastwood,"Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith"
The Reader,2008,124,"Drama, Romance",34194407.0,7.6,226038,Guy Ritchie,"Gerard Butler, Tom Wilkinson, Idris Elba, Thandie Newton"
21,2008,123,"Crime, Drama, History",81159365.0,6.8,224271,Robert Luketic,"Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo"
Valkyrie,2008,121,"Drama, History, Thriller",83077833.0,7.1,223360,Bryan Singer,"Tom Cruise, Bill Nighy, Carice van Houten, Kenneth Branagh"
Role Models,2008,99,Comedy,67294270.0,6.8,216828,David Wain,"Paul Rudd, Seann William Scott, Elizabeth Banks, Christopher Mintz-Plasse"
Rambo,2008,92,"Action, Thriller",42754105.0,7.0,213848,Ridley Scott,"Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani"
Body of Lies,2008,128,"Action, Drama, Thriller",39394666.0,7.1,208797,Phyllida Lloyd,"Meryl Streep, Pierce Brosnan, Amanda Seyfried, Stellan Skarsgård"
Mamma Mia!,2008,108,"Comedy, Musical, Romance",144130063.0,6.4,208005,Tomas Alfredson,"Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl"
Låt den rätte komma in,2008,114,"Drama, Horror, Romance",2122065.0,7.9,201560,"Eric Darnell, Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith"
Get Smart,2008,110,"Action, Adventure, Comedy",130319208.0,6.5,199252,Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane"
Madagascar: Escape 2 Africa,2008,89,"Animation, Adventure, Comedy",180010950.0,6.6,198171,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez"
Death Race,2008,105,"Action, Sci-Fi, Thriller",36316032.0,6.4,194542,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Christopher Fitzgerald, Jonathan Roumie"
The Happening,2008,91,"Drama, Mystery, Sci-Fi",64506874.0,5.0,192256,Andrew Adamson,"Ben Barnes, Skandar Keynes, Georgie Henley, William Moseley"
Revolutionary Road,2008,119,"Drama, Romance",22911480.0,7.3,189620,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson"
The Chronicles of Narnia: Prince Caspian,2008,150,"Action, Adventure, Family",141621490.0,6.5,188980,Quentin Tarantino,"Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent"
You Don't Mess with the Zohan,2008,113,Comedy,100018837.0,5.5,186477,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez"
Inglourious Basterds,2009,153,"Adventure, Drama, War",120540719.0,8.3,1216997,Michael Mann,"Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke"
Avatar,2009,162,"Action, Adventure, Fantasy",760507625.0,7.8,1095218,Ron Howard,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård"
Up,2009,96,"Animation, Adventure, Comedy",293004164.0,8.2,903696,F. Gary Gray,"Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney"
The Hangover,2009,100,Comedy,277322503.0,7.7,701527,Chris Weitz,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Christina Jastrzembska"
District 9,2009,112,"Action, Sci-Fi, Thriller",115646235.0,7.9,627145,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster"
Sherlock Holmes,2009,128,"Action, Adventure, Mystery",209028679.0,7.6,570810,John Hillcoat,"Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee, Robert Duvall"
Star Trek,2009,127,"Action, Adventure, Sci-Fi",257730019.0,7.9,569689,"Carlos Saldanha, Mike Thurmeier","Ray Romano, John Leguizamo, Denis Leary, Eunice Cho"
Zombieland,2009,88,"Adventure, Comedy, Fantasy",75590286.0,7.6,506631,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson"
Watchmen,2009,162,"Action, Drama, Mystery",107509799.0,7.6,486790,Jaco Van Dormael,"Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham"
(500) Days of Summer,2009,95,"Comedy, Drama, Romance",32391374.0,7.7,461195,Niels Arden Oplev,"Michael Nyqvist, Noomi Rapace, Ewa Fröling, Lena Endre"
X-Men Origins: Wolverine,2009,107,"Action, Adventure, Sci-Fi",179883157.0,6.6,457050,Robert Luketic,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter"
Harry Potter and the Half-Blood Prince,2009,153,"Action, Adventure, Family",301959197.0,7.6,452968,"Phil Lord, Christopher Miller","Anna Faris, Bill Hader, Bruce Campbell, James Caan"
Transformers: Revenge of the Fallen,2009,149,"Action, Adventure, Sci-Fi",402111870.0,6.0,377469,Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje"
2012,2009,158,"Action, Adventure, Sci-Fi",166112167.0,5.8,345022,John Hamburg,"Paul Rudd, Jason Segel, Rashida Jones, Sarah Burns"
Terminator Salvation,2009,115,"Action, Adventure, Sci-Fi",125322469.0,6.5,337184,Wes Anderson,"George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman"
3 Idiots,2009,170,"Comedy, Drama",6532908.0,8.4,327337,Jaume Collet-Serra,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder"
Moon,2009,97,"Drama, Mystery, Sci-Fi",5009677.0,7.9,327207,Juan José Campanella,"Ricardo Darín, Soledad Villamil, Pablo Rago, Carla Quevedo"
Up in the Air,2009,109,"Comedy, Drama, Romance",83823381.0,7.4,312537,Sam Raimi,"Alison Lohman, Justin Long, Ruth Livier, Lorna Raver"
The Proposal,2009,108,"Comedy, Drama, Romance",163958031.0,6.7,287130,Tony Scott,"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj"
The Blind Side,2009,129,"Biography, Drama, Sport",255959475.0,7.6,283226,Burr Steers,"Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon"
Public Enemies,2009,140,"Biography, Crime, Drama",97104620.0,7.0,275425,Shawn Levy,"Ben Stiller, Owen Wilson, Amy Adams, Hank Azaria"
Angels & Demons,2009,138,"Action, Mystery, Thriller",133375846.0,6.7,266009,Ken Kwapis,"Ginnifer Goodwin, Jennifer Aniston, Jennifer Connelly, Morgan Lily"
Law Abiding Citizen,2009,109,"Action, Crime, Drama",73343413.0,7.4,264761,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Ken Watanabe"
The Twilight Saga: New Moon,2009,130,"Adventure, Drama, Fantasy",296623634.0,4.7,258644,Martin Scorsese,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley"
Fast & Furious,2009,107,"Action, Thriller",155064265.0,6.6,255881,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty"
The Road,2009,111,Drama,56692.0,7.2,218238,Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel, Winona Ryder"
Ice Age: Dawn of the Dinosaurs,2009,94,"Animation, Adventure, Comedy",196573705.0,6.9,217079,"Dean DeBlois, Chris Sanders","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson"
Knowing,2009,121,"Action, Drama, Mystery",79957634.0,6.2,216473,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Derek Jacobi"
Mr. Nobody,2009,141,"Drama, Fantasy, Romance",3600.0,7.8,209966,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Rooney Mara"
Män som hatar kvinnor,2009,152,"Crime, Drama, Mystery",10095170.0,7.8,205079,Matthew Vaughn,"Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown"
The Ugly Truth,2009,96,"Comedy, Romance",88915214.0,6.4,199209,"Pierre Coffin, Chris Renaud","Steve Carell, Jason Segel, Russell Brand, Julie Andrews"
Cloudy with a Chance of Meatballs,2009,90,"Animation, Adventure, Comedy",124870275.0,6.9,198323,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman"
G.I. Joe: The Rise of Cobra,2009,118,"Action, Adventure, Sci-Fi",152267519.0,5.8,196161,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Anna Kendrick"
"I Love You, Man",2009,105,"Comedy, Romance",71440011.0,7.0,190836,Will Gluck,"Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd"
Fantastic Mr. Fox,2009,87,"Animation, Adventure, Comedy",21002919.0,7.9,190657,Ben Affleck,"Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner"
Coraline,2009,100,"Animation, Drama, Family",75286229.0,7.7,188877,Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara, Sean Bott"
Orphan,2009,123,"Horror, Mystery, Thriller",41596251.0,6.9,185823,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo"
El secreto de sus ojos,2009,129,"Drama, Mystery, Romance",6391436.0,8.2,185784,Sylvester Stallone,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren"
Drag Me to Hell,2009,99,"Horror, Thriller",42100625.0,6.5,184053,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx"
The Taking of Pelham 123,2009,106,"Action, Crime, Thriller",65452312.0,6.4,181851,Joseph Kosinski,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner"
17 Again,2009,102,"Comedy, Drama, Fantasy",64167069.0,6.3,174866,"Ethan Coen, Joel Coen","Jeff Bridges, Matt Damon, Hailee Steinfeld, Josh Brolin"
Night at the Museum: Battle of the Smithsonian,2009,105,"Adventure, Comedy, Family",177243721.0,6.0,171594,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski"
Surrogates,2009,89,"Action, Sci-Fi, Thriller",38577772.0,6.3,166873,"Albert Hughes, Allen Hughes","Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman"
He's Just Not That Into You,2009,129,"Comedy, Drama, Romance",93953653.0,6.4,158319,James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye"
Inception,2010,148,"Action, Adventure, Sci-Fi",292576195.0,8.8,1977407,Derek Cianfrance,"Ryan Gosling, Michelle Williams, John Doman, Faith Wladyka"
Shutter Island,2010,138,"Mystery, Thriller",128012934.0,8.1,1084323,Mike Mitchell,"Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas"
Toy Story 3,2010,103,"Animation, Adventure, Comedy",415004880.0,8.3,733902,Edward Zwick,"Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt"
Iron Man 2,2010,124,"Action, Adventure, Sci-Fi",312433331.0,7.0,700969,Chris Columbus,"Logan Lerman, Kevin McKidd, Steve Coogan, Brandon T. Jackson"
Black Swan,2010,108,"Drama, Thriller",106954678.0,8.0,681631,Nicholas Stoller,"Jonah Hill, Russell Brand, Elisabeth Moss, Rose Byrne"
How to Train Your Dragon,2010,98,"Animation, Action, Adventure",217581231.0,8.1,646339,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss"
The King's Speech,2010,118,"Biography, Drama, History",138797449.0,8.0,624032,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon"
The Social Network,2010,120,"Biography, Drama",96962694.0,7.7,603165,"Olivier Nakache, Éric Toledano","François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot"
Kick-Ass,2010,117,"Action, Comedy, Crime",48071303.0,7.6,515400,Kenneth Branagh,"Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston"
Despicable Me,2010,95,"Animation, Comedy, Family",251513985.0,7.6,488042,Joe Johnston,"Chris Evans, Hugo Weaving, Samuel L. Jackson, Hayley Atwell"
Harry Potter and the Deathly Hallows: Part 1,2010,146,"Adventure, Family, Fantasy",295983305.0,7.7,458277,Matthew Vaughn,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon"
Tangled,2010,100,"Animation, Adventure, Comedy",200821936.0,7.7,392677,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks"
Alice in Wonderland,2010,108,"Adventure, Family, Fantasy",334191110.0,6.4,374435,Neil Burger,"Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro"
Scott Pilgrim vs. the World,2010,112,"Action, Comedy, Fantasy",31494270.0,7.5,363316,Rupert Wyatt,"James Franco, Andy Serkis, Freida Pinto, Karin Konoval"
Easy A,2010,92,"Comedy, Drama, Romance",58401464.0,7.1,347689,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright"
The Town,2010,125,"Crime, Drama, Thriller",92186262.0,7.5,340266,Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush"
127 Hours,2010,94,"Biography, Drama",18335230.0,7.6,339932,"Glenn Ficarra, John Requa","Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone"
The Fighter,2010,116,"Biography, Drama, Sport",93617009.0,7.8,331693,Todd Phillips,"Bradley Cooper, Zach Galifianakis, Ed Helms, Justin Bartha"
The Expendables,2010,103,"Action, Adventure, Thriller",103068524.0,6.5,319430,Brad Bird,"Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton"
Due Date,2010,95,"Comedy, Drama",100539043.0,6.5,316650,Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison"
Tron,2010,125,"Action, Adventure, Sci-Fi",172062763.0,6.8,307359,Tate Taylor,"Emma Stone, Viola Davis, Octavia Spencer, Bryce Dallas Howard"
True Grit,2010,110,"Drama, Western",171243005.0,7.6,301878,Seth Gordon,"Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe"
Salt,2010,100,"Action, Mystery, Thriller",118311368.0,6.4,289473,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams"
The Book of Eli,2010,118,"Action, Adventure, Drama",94835059.0,6.9,286261,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård"
RED,2010,111,"Action, Comedy, Crime",90380162.0,7.0,282109,Michael Bay,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel"
Insidious,2010,103,"Horror, Mystery, Thriller",54009150.0,6.8,269442,Woody Allen,"Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller"
Prince of Persia: The Sands of Time,2010,116,"Action, Adventure, Fantasy",90759676.0,6.6,266327,Drew Goddard,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz"
Clash of the Titans,2010,106,"Action, Adventure, Fantasy",163214888.0,5.8,265649,Andrew Niccol,"Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde"
Robin Hood,2010,140,"Action, Adventure, Drama",105269730.0,6.6,248184,Bennett Miller,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman"
The A-Team,2010,117,"Action, Adventure, Thriller",77222099.0,6.7,242181,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster"
The Other Guys,2010,107,"Action, Comedy, Crime",119219978.0,6.6,235860,J.J. Abrams,"Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney"
Grown Ups,2010,102,Comedy,162001186.0,5.9,222419,Will Gluck,"Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman"
The Twilight Saga: Eclipse,2010,124,"Adventure, Drama, Fantasy",300531751.0,5.0,221257,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard"
Megamind,2010,95,"Animation, Action, Comedy",148415853.0,7.2,220844,Martin Scorsese,"Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley"
The Tourist,2010,103,"Action, Adventure, Crime",67631157.0,6.0,218215,Shawn Levy,"Hugh Jackman, Evangeline Lilly, Dakota Goyo, Anthony Mackie"
